seed,learn_rate,model_type,train_pairs,dev_pairs,test_pairs,epoch_num,loss_train,loss_dev,loss_test,rho_dev,rho_p_dev,pcc_dev,pcc_p_dev,tau_dev,tau_p_dev,rho_dev_global,pcc_dev_global,tau_dev_global,rho_test,rho_p_test,pcc_test,pcc_p_test,tau_test,tau_p_test,rho_test_global,pcc_test_global,tau_test_global,rho_train,rho_p_train,pcc_train,pcc_p_train,tau_train,tau_p_train,rho_train_global,pcc_train_global,"tau_train_global
"
1,0.3,linear,18901,4667,5776,10,10.683583748522144,11.190830505057557,11.393325555390415,0.15081224086419026,0.3865585038781402,0.1273382160530308,0.37872199651893085,0.1301322789848387,0.39995976920806875,0.12631292351897652,0.10807105239749339,0.09480370354496147,0.12659687610871817,0.4819957896611229,0.10633286829985544,0.3290818806089356,0.10498154151603202,0.47097281021881643,0.12350850353973343,0.02863447571831551,0.09336390909734103,0.010636307491329986,0.3081871788803946,0.028399686834243886,0.29368616327133856,0.010224985746627977,0.3016051789987745,-0.033544823070212046,-0.06647089309278827,-0.028305207452251506
1,0.3,linear,18901,4667,5776,11,10.68036355504328,11.18968811753678,11.37210211832879,0.15081224086419026,0.3865585038781402,0.127342393494064,0.3787629176629997,0.1301322789848387,0.39995976920806875,0.1261685448579909,0.10806758017445021,0.09471547301583633,0.12659687610871817,0.4819957896611229,0.10630106418808133,0.3290783587296673,0.10498154151603202,0.47097281021881643,0.12350850353973343,0.028638531440500246,0.09336390909734103,0.010636307491329986,0.3081871788803946,0.028406895357587503,0.293629921001919,0.010224985746627977,0.3016051789987745,-0.033544823070212046,-0.06647638813196832,-0.028305207452251506
1,0.3,linear,18901,4667,5776,12,10.677947087941437,11.19537459334282,11.382089014211413,0.15081224086419026,0.3865585038781402,0.12732685733562712,0.3788069773088747,0.1301322789848387,0.39995976920806875,0.12639493743290922,0.10802784300039181,0.09484781880952405,0.12659687610871817,0.4819957896611229,0.10625455600784287,0.32907856486867415,0.10498154151603202,0.47097281021881643,0.12350850353973343,0.028614614106267516,0.09336390909734103,0.010636307491329986,0.3081871788803946,0.028401404864079917,0.2935611581170304,0.010224985746627977,0.3016051789987745,-0.033544823070212046,-0.06649556230979352,-0.028305207452251506
1,0.3,linear,18901,4667,5776,13,10.678787864807697,11.186470560831566,11.393572665051202,0.15203616032530237,0.38970054716574604,0.1273040702868992,0.3788444463285707,0.1316455307192335,0.40728079515339444,0.1263313469344252,0.10798490513133849,0.09486987644180533,0.12659687610871817,0.4819957896611229,0.10620187543799528,0.3290906061654658,0.10498154151603202,0.47097281021881643,0.12284745545934585,0.02860451878810701,0.09255406106303944,0.010636307491329986,0.3081871788803946,0.0283660337104104,0.29354254400843377,0.010224985746627977,0.3016051789987745,-0.033544823070212046,-0.06653805633089611,-0.028305207452251506
1,0.3,linear,18901,4667,5776,14,10.68126918418355,11.19128187061989,11.378626436159756,0.15203616032530237,0.38970054716574604,0.1273272212097988,0.37881048213274415,0.1316455307192335,0.40728079515339444,0.12647657990701427,0.10799689871899165,0.09495810697093046,0.12659687610871817,0.4819957896611229,0.10619918333720788,0.3290476951819473,0.10498154151603202,0.47097281021881643,0.12284745545934585,0.028618292529288856,0.09255406106303944,0.010636307491329986,0.3081871788803946,0.028389722889489055,0.29351123915088795,0.010224985746627977,0.3016051789987745,-0.033544823070212046,-0.0665243550518677,-0.028305207452251506
1,0.3,linear,18901,4667,5776,15,10.681539280563845,11.187161906124794,11.385884698583276,0.15120001216339374,0.3921399505567292,0.12733515361124,0.37882089306928296,0.13139276718170279,0.40811382705023036,0.12646483002713474,0.10801088092577536,0.0949507544268367,0.12659687610871817,0.4819957896611229,0.10620304203852564,0.32902760804831543,0.10498154151603202,0.47097281021881643,0.12350850353973343,0.02864563244182536,0.09336390909734103,0.010636307491329986,0.3081871788803946,0.028391864572390048,0.29350630739704175,0.010224985746627977,0.3016051789987745,-0.033544823070212046,-0.06652312184051042,-0.028305207452251506
1,0.3,linear,18901,4667,5776,16,10.67924781337809,11.187653263954267,11.39059927977251,0.15120001216339374,0.3921399505567292,0.12732967700257372,0.3788363163163252,0.13139276718170279,0.40811382705023036,0.12639277070058158,0.10799946396941226,0.09487722898589908,0.12659687610871817,0.4819957896611229,0.10618960740721914,0.3290443279038695,0.10498154151603202,0.47097281021881643,0.12284745545934585,0.028629282636679503,0.09255406106303944,0.010636307491329986,0.3081871788803946,0.028384220494579088,0.2934938894189976,0.010224985746627977,0.3016051789987745,-0.033544823070212046,-0.06653099664213859,-0.028305207452251506
1,0.3,linear,18901,4667,5776,17,10.683788951480047,11.189820335335927,11.395513513470222,0.1480137386885801,0.3977238463081547,0.12731702765716552,0.3788985508771626,0.12850825924157364,0.4141473181513963,0.12612808267943837,0.10795030157812247,0.0946860628394613,0.12659687610871817,0.4819957896611229,0.10619885484171178,0.32899821171321547,0.10498154151603202,0.47097281021881643,0.12284745545934585,0.028566703388504977,0.09255406106303944,0.010636307491329986,0.3081871788803946,0.02832160432120299,0.2934360941164874,0.010224985746627977,0.3016051789987745,-0.033319220869019936,-0.06657888549930535,-0.028082915247129112
1,0.3,linear,18901,4667,5776,18,10.680363970561277,11.189905294000287,11.378254429411493,0.15203616032530237,0.38970054716574604,0.1273399912084188,0.3788074396576288,0.1316455307192335,0.40728079515339444,0.12648970411425592,0.10804734342629198,0.09495810697093046,0.12659687610871817,0.4819957896611229,0.10622618315927736,0.32906265500899856,0.10498154151603202,0.47097281021881643,0.12350850353973343,0.02867567491714259,0.09336390909734103,0.010636307491329986,0.3081871788803946,0.02842205219148916,0.29354452179366525,0.010224985746627977,0.3016051789987745,-0.033544823070212046,-0.06649979110087706,-0.028305207452251506
1,0.3,linear,18901,4667,5776,19,10.6849257909707,11.198624382280324,11.367273681071582,0.14918978674759614,0.3860611050805983,0.12743465128619777,0.3786144098435815,0.12986106442497494,0.4022974772702373,0.12643869304459973,0.10826722401553564,0.09498016460321175,0.12659687610871817,0.4819957896611229,0.10612217211354,0.3292184173018081,0.10498154151603202,0.47097281021881643,0.12350850353973343,0.02896612132907892,0.09336390909734103,0.010636307491329986,0.3081871788803946,0.028605634112271454,0.2937497299906691,0.010224985746627977,0.3016051789987745,-0.033544823070212046,-0.06637242929089708,-0.028305207452251506
1,0.3,linear,18901,4667,5776,20,10.687265424357252,11.203751129646824,11.397725539971452,0.1500259349095048,0.3836217016896151,0.12736139023407358,0.3784728226734971,0.13011382796250565,0.4014644453734014,0.12643479292641,0.10818022380669629,0.09495810697093046,0.12659687610871817,0.4819957896611229,0.10612076697904661,0.3293039784289594,0.10498154151603202,0.47097281021881643,0.12350850353973343,0.028845127318340498,0.09336390909734103,0.010636307491329986,0.3081871788803946,0.02873014950028218,0.2937344805131702,0.010224985746627977,0.3016051789987745,-0.033544823070212046,-0.06626372207794852,-0.028305207452251506
1,0.3,linear,18901,4667,5776,21,10.681430931220401,11.19946033007478,11.397680564479932,0.15032310531789062,0.39214183647440576,0.12741902984841316,0.3785406383984858,0.1301704585927069,0.40811960320500146,0.1265433895506708,0.10822424584225947,0.09505369004414936,0.12659687610871817,0.4819957896611229,0.1061478570595697,0.3291369626596933,0.10498154151603202,0.47097281021881643,0.12350850353973343,0.028979769385095833,0.09336390909734103,0.010636307491329986,0.3081871788803946,0.028622513678360405,0.2937302232387018,0.010224985746627977,0.3016051789987745,-0.033544823070212046,-0.06637153005762551,-0.028305207452251506
1,0.3,linear,18901,4667,5776,22,10.68475643148277,11.20015623798109,11.389261314223484,0.1500259349095048,0.3836217016896151,0.12738775699706617,0.3785354193818751,0.13011382796250565,0.4014644453734014,0.12647233311165212,0.10821216990627588,0.09498016460321175,0.12659687610871817,0.4819957896611229,0.10611162692940976,0.329303971794061,0.10498154151603202,0.47097281021881643,0.12350850353973343,0.028832691943321612,0.09336390909734103,0.010636307491329986,0.3081871788803946,0.028701831689617284,0.2937051774801532,0.010224985746627977,0.3016051789987745,-0.033544823070212046,-0.06627722173122515,-0.028305207452251506
1,0.3,linear,18901,4667,5776,23,10.680088955738823,11.198881877611761,11.374571868727879,0.15203616032530237,0.38970054716574604,0.12737874660417847,0.3784989728029479,0.1316455307192335,0.40728079515339444,0.12632680298720095,0.1081856832550189,0.09484781880952405,0.12659687610871817,0.4819957896611229,0.10607968193760389,0.3294006257630009,0.10498154151603202,0.47097281021881643,0.12350850353973343,0.028655238779929974,0.09336390909734103,0.010636307491329986,0.3081871788803946,0.02875903066301322,0.29364204033009306,0.010224985746627977,0.3016051789987745,-0.033319220869019936,-0.06620409719713638,-0.028082915247129112
1,0.3,linear,18901,4667,5776,24,10.674384664157925,10.606556869532964,11.529652924827449,0.14534152976959813,0.4039692846170413,0.1307888576384447,0.38467582157407965,0.12498565405586647,0.4237304678459956,0.13227491657300924,0.1125922457867505,0.09925934526578098,0.13125449864928704,0.4857827938173219,0.10814366994964619,0.3323922826612122,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.027037326234146005,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.030258265323151057,0.29283224184121615,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06426172534055823,-0.021858733503702075
1,0.3,linear,18901,4667,5776,25,10.6586407178953,10.603444870204141,11.542224986777121,0.14534152976959813,0.4039692846170413,0.13077240023630804,0.3846218050585771,0.12498565405586647,0.4237304678459956,0.13227491657300924,0.11256539236616675,0.09925934526578098,0.13125449864928704,0.4857827938173219,0.10814044251816632,0.3324259449061754,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.027002436679626558,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.0302640611906195,0.2927905921284205,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06425535880840924,-0.021858733503702075
1,0.3,linear,18901,4667,5776,26,10.669940607600203,10.60013481688826,11.528079983937806,0.14534152976959813,0.4039692846170413,0.13074285295079213,0.38454932779380796,0.12498565405586647,0.4237304678459956,0.13230144975802702,0.11252177276817343,0.09929610798624978,0.13125449864928704,0.4857827938173219,0.10813009303371673,0.33247969094747043,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.026950935390886714,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.030268673707397248,0.2927370683279612,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06424819395701507,-0.021858733503702075
1,0.3,linear,18901,4667,5776,27,10.658578468458302,10.601451044213283,11.545035633592974,0.1469541012247077,0.3990703489046332,0.1306897930136427,0.38448486419193545,0.12650223528105065,0.4182168881762131,0.13220262200123192,0.11245533013837643,0.09925199272168721,0.13125449864928704,0.4857827938173219,0.10811195275524192,0.33253360879913063,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.026892141617824626,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.030259228489757067,0.2926945676503726,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06424846432122226,-0.021858733503702075
1,0.3,linear,18901,4667,5776,28,10.6223409518776,10.603146213374727,11.494421832469287,0.1460970786075121,0.40008240162878683,0.130057710583617,0.38420344448028904,0.12506498047323783,0.41939017029748327,0.13198103338141717,0.11173914900090536,0.09907553166343694,0.13125449864928704,0.4857827938173219,0.10811795404001104,0.3324000366947429,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.026481676254443323,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.029984069289302827,0.2925455546688095,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06437130154882544,-0.021858733503702075
1,0.3,linear,18901,4667,5776,29,10.600475577533548,10.597080162126725,11.486861113026656,0.1469541012247077,0.3990703489046332,0.1300696008614576,0.38422419388745616,0.12650223528105065,0.4182168881762131,0.13208964238700555,0.11175006192406926,0.0992152300012184,0.13125449864928704,0.4857827938173219,0.1080831598199453,0.3323863451125927,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.026481620505961017,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.029979076069066378,0.29261243301824064,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06438254270876813,-0.021858733503702075
1,0.3,linear,18901,4667,5776,30,10.597965622916439,10.595526633197315,11.484855235610878,0.1469541012247077,0.3990703489046332,0.1300745129776003,0.3842239475406844,0.12650223528105065,0.4182168881762131,0.13208964238700555,0.1117553297642675,0.0992152300012184,0.13125449864928704,0.4857827938173219,0.1080965196805575,0.332369285733785,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.02648795331951438,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.029980830251286967,0.29260440447476077,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06438135315346714,-0.021858733503702075
1,0.3,linear,18901,4667,5776,31,10.597354595632924,10.5980714543225,11.484730227876105,0.1469541012247077,0.3990703489046332,0.13007054444336408,0.3842177312585927,0.12650223528105065,0.4182168881762131,0.13208964238700555,0.11174932836641696,0.0992152300012184,0.13125449864928704,0.4857827938173219,0.10808442341702425,0.33238217427317557,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.026478934942993488,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.029979745093392934,0.29261088917957395,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06438261688357537,-0.021858733503702075
1,0.3,linear,18901,4667,5776,32,10.599896221999993,10.598529165738249,11.48950663719388,0.1469541012247077,0.3990703489046332,0.13006172298724747,0.38421693452153105,0.12650223528105065,0.4182168881762131,0.13202337752176285,0.11173958620537318,0.09914905710437455,0.13125449864928704,0.4857827938173219,0.10806142036262663,0.332409441298942,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.026468034909542807,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.02997556429366712,0.2926260963108481,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06438573369353473,-0.021858733503702075
1,0.3,linear,18901,4667,5776,33,10.597828712560199,10.596632503483393,11.507214119421185,0.1469541012247077,0.3990703489046332,0.13006788127701166,0.38421826856135033,0.12650223528105065,0.4182168881762131,0.13208964238700555,0.11174665380471935,0.0992152300012184,0.13125449864928704,0.4857827938173219,0.10807967536242732,0.3323863171651599,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.026477705512996087,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.0299769733742841,0.29261660730093314,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06438464795032754,-0.021858733503702075
1,0.3,linear,18901,4667,5776,34,10.59815713233754,10.595746644555707,11.489484022994068,0.14448450715240252,0.4049813373411949,0.13007855735133073,0.38423596963588363,0.12354839924805364,0.42490374996726576,0.1320125562414523,0.11176216268084031,0.09912699947209326,0.13125449864928704,0.4857827938173219,0.10810588677998101,0.33234734887158873,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.026501443153148348,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.029976232304644218,0.29261375415434965,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06438522081815413,-0.021858733503702075
1,0.3,linear,18901,4667,5776,35,10.59790420854959,10.597153278246317,11.494390139922253,0.1460970786075121,0.40008240162878683,0.1300617753680085,0.3842147118011963,0.12506498047323783,0.41939017029748327,0.13205896145724633,0.11174174801253388,0.09917111473665584,0.13125449864928704,0.4857827938173219,0.10809060731812017,0.3323877767995729,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.026480943118019396,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.029973984659572524,0.29260165008268846,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06438429381291776,-0.021858733503702075
1,0.3,linear,18901,4667,5776,36,10.599845421495777,10.601386305404036,11.479516113660612,0.1460970786075121,0.40008240162878683,0.13005285824819876,0.3842172645932634,0.12506498047323783,0.41939017029748327,0.13205896145724633,0.11173348890134804,0.09917111473665584,0.13125449864928704,0.4857827938173219,0.10807760748091587,0.33240504107529134,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.02647725121087213,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.029967362526065307,0.29261257663978546,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06438829311331364,-0.021858733503702075
1,0.3,linear,18901,4667,5776,37,10.604045959898663,10.59820506017502,11.465340407513782,0.14534152976959813,0.4039692846170413,0.13006567386922785,0.3842437373023801,0.12498565405586647,0.4237304678459956,0.13197697230596883,0.11175045490401739,0.09910494183981199,0.13125449864928704,0.4857827938173219,0.10808444736932853,0.3323612353251522,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.026500296162017916,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.029960108341981245,0.2926466091461882,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06439723739813834,-0.021858733503702075
1,0.3,linear,18901,4667,5776,38,10.60082946412656,10.587673569378788,11.487443655235333,0.1445094574675206,0.40705426616004614,0.13006735128663216,0.38421874540891726,0.12394676752705121,0.42871523941444567,0.13201817736417654,0.11174613131349456,0.09914170456028079,0.13125449864928704,0.4857827938173219,0.1080982522686958,0.33233060887401833,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.026496713004122766,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.029956069463132,0.29264256166152436,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06440213458667977,-0.021858733503702075
1,0.3,linear,18901,4667,5776,39,10.600943426593709,10.571719574601683,11.48856684384425,0.14612202892263018,0.40215533044763807,0.1300874480220376,0.3841340786720715,0.1254633487522354,0.4232016597446632,0.13204323717121152,0.1117424181127925,0.09919317236893711,0.13125449864928704,0.4857827938173219,0.10814168109626465,0.33221368390875183,0.10963856476652703,0.4744136331337293,0.12361061665784208,0.026479835261324327,0.09301683136835463,0.0480945295007299,0.3113445124424292,0.029955291623954668,0.2926319874334581,0.04459220843901147,0.30468310061234244,-0.025271815590229015,-0.06441264379392754,-0.021858733503702075
1,0.3,linear,18901,4667,5776,40,10.59375869037738,10.622964378905623,11.720941609440587,0.1457500659919031,0.3969384724235045,0.1263950806041621,0.38557049362191065,0.12477403732783895,0.41206336819738654,0.12812732040747823,0.10885735718131162,0.09589188007083818,0.14391607696044048,0.49414680238140263,0.1039405587190268,0.33968088529543694,0.11803917383145979,0.48054827530617017,0.12322903605859396,0.023196840250151042,0.09313252394468342,0.019387438924351897,0.29635518430609464,0.027574288460496872,0.2922441887273623,0.022722254378839585,0.28794594154351544,-0.029521716211277475,-0.06652766758875002,-0.024378045161755877
1,0.3,linear,18901,4667,5776,41,10.581665308544075,10.622743325690701,11.724537617593839,0.1457500659919031,0.3969384724235045,0.12638315417256488,0.38555347715391824,0.12477403732783895,0.41206336819738654,0.12805503821702852,0.1088439835738436,0.0958110020858068,0.14391607696044048,0.49414680238140263,0.10392531145483848,0.3397200536820593,0.11803917383145979,0.48054827530617017,0.12322903605859396,0.023175994327553733,0.09313252394468342,0.019387438924351897,0.29635518430609464,0.027571461368354477,0.29224116911384257,0.022722254378839585,0.28794594154351544,-0.029521716211277475,-0.06652698570148112,-0.024378045161755877
1,0.3,linear,18901,4667,5776,42,10.57926112302467,10.628238073767047,11.729105593749832,0.14413749453679353,0.40183740813591257,0.12640289839009256,0.38558170539353476,0.12325745610265476,0.417576947867169,0.12819762158551412,0.1088661349213751,0.09595070042358828,0.14391607696044048,0.49414680238140263,0.10395063935856586,0.3396550923863255,0.11803917383145979,0.48054827530617017,0.12322903605859396,0.023210558975212615,0.09313252394468342,0.019387438924351897,0.29635518430609464,0.027576133242236935,0.2922460545751906,0.022722254378839585,0.28794594154351544,-0.029521716211277475,-0.06652809311939148,-0.024378045161755877
1,0.3,linear,18901,4667,5776,43,10.581447640853082,10.624602974277654,11.704286978389677,0.14413749453679353,0.40183740813591257,0.12642503283289738,0.3856133204523315,0.12325745610265476,0.417576947867169,0.12818105536920346,0.108890929550191,0.09592864279130699,0.14391607696044048,0.49414680238140263,0.10397897016749527,0.3395828458845971,0.11803917383145979,0.48054827530617017,0.12328201203716162,0.02324940307666841,0.09336390909734103,0.019387438924351897,0.29635518430609464,0.02758148163339317,0.29225167938341085,0.022722254378839585,0.28794594154351544,-0.029521716211277475,-0.06652933866186861,-0.024378045161755877
1,0.3,linear,18901,4667,5776,44,10.576022838779714,10.625365397701525,11.7189012970055,0.1457500659919031,0.3969384724235045,0.12638868774212383,0.38556146842684497,0.12477403732783895,0.41206336819738654,0.12805503821702852,0.10885019337651645,0.0958110020858068,0.14391607696044048,0.49414680238140263,0.10393240626376568,0.3397017655487409,0.11803917383145979,0.48054827530617017,0.12322903605859396,0.02318564685936661,0.09313252394468342,0.019387438924351897,0.29635518430609464,0.027572874075541896,0.29224258718520507,0.022722254378839585,0.28794594154351544,-0.029521716211277475,-0.06652719896137513,-0.024378045161755877
1,0.3,linear,18901,4667,5776,45,10.580648417400225,10.626103541622424,11.720381439061455,0.14413749453679353,0.40183740813591257,0.1264302957666592,0.38562057836752495,0.12325745610265476,0.417576947867169,0.12818105536920346,0.10889670942825369,0.09592864279130699,0.14391607696044048,0.49414680238140263,0.10398536176581608,0.33956660580466896,0.11803917383145979,0.48054827530617017,0.12328201203716162,0.023258392785452373,0.09336390909734103,0.019387438924351897,0.29635518430609464,0.027582202184087024,0.2922527789095752,0.022722254378839585,0.28794594154351544,-0.029521716211277475,-0.06653021596181947,-0.024378045161755877
