seed,learn_rate,model_type,train_pairs,dev_pairs,test_pairs,epoch_num,loss_train,loss_dev,loss_test,rho_train,rho_p_train,pcc_train,pcc_p_train,tau_train,tau_p_train,rho_train_global,pcc_train_global,tau_train_global,rho_dev,rho_p_dev,pcc_dev,pcc_p_dev,tau_dev,tau_p_dev,rho_dev_global,pcc_dev_global,tau_dev_global,rho_test,rho_p_test,pcc_test,pcc_p_test,tau_test,tau_p_test,rho_test_global,pcc_test_global,tau_test_global
3,0.0001,linear,19818,3125,6401,8,0.554020077,0.690509733,0.619590785,0.613198049,0.007776014,0.634446658,0.007659358,0.516334339,0.007947195,0.626254186,0.625909107,0.487435609,0.185183262,0.349678371,0.226887681,0.318184128,0.145424629,0.346727282,0.235445664,0.260011332,0.178920156,0.481060902,0.120897564,0.476557096,0.048512059,0.400627528,0.117989784,0.471810299,0.449722123,0.357916107
3,1.00E-05,linear,19818,3125,6401,45,0.570312012,0.684179074,0.619986902,0.582889678,0.014027958,0.603730714,0.013791402,0.488556206,0.01503697,0.603484528,0.601920309,0.468319801,0.219707895,0.305985442,0.244498789,0.268793612,0.167685923,0.324141061,0.253895247,0.283004692,0.19092174,0.477700029,0.09936464,0.485318622,0.038393104,0.394367419,0.105801135,0.478946871,0.458126632,0.365933163
3,1.00E-06,deep,19818,3125,6401,21,0.582658261,0.679014382,0.6200977,0.580697737,0.013997757,0.584851306,0.019670617,0.486147606,0.014946395,0.590033909,0.585897108,0.45701278,0.219725,0.275869422,0.249970937,0.23496158,0.166624301,0.279136216,0.275010366,0.294129375,0.208328686,0.478368163,0.094791309,0.496910108,0.031115265,0.391296796,0.099163524,0.483929248,0.467851486,0.370251349
3,1.00E-05,deep,19818,3125,6401,7,0.529064063,0.710303198,0.620107192,0.645835595,0.004898019,0.670896797,0.002820265,0.549194534,0.005331556,0.652295631,0.654276559,0.510394478,0.194152863,0.431979593,0.192507234,0.455213013,0.152417294,0.470610575,0.193578229,0.217920621,0.147071774,0.533153972,0.023607008,0.47166639,0.042797448,0.443830335,0.02086909,0.456798937,0.433367271,0.34424331
3,0.0001,linear,19818,3125,6401,11,0.543236758,0.697396755,0.620128984,0.632564587,0.006736819,0.650211202,0.005377741,0.533657115,0.006966347,0.635908252,0.636781927,0.49562729,0.175209724,0.411573839,0.211525123,0.353014589,0.135900541,0.432620762,0.21062528,0.241498008,0.158917517,0.485960683,0.104081529,0.467233659,0.060175672,0.405352502,0.096758545,0.463397129,0.439182056,0.351755392
3,0.0001,linear,19818,3125,6401,5,0.57181144,0.684849502,0.620312463,0.58563916,0.013269265,0.608722966,0.012551733,0.491651234,0.01379541,0.608621757,0.606691976,0.472593352,0.189573849,0.342833152,0.242109485,0.288559561,0.148598547,0.354845981,0.25039805,0.279956579,0.19058905,0.485170861,0.082412885,0.483066383,0.038132603,0.403097841,0.082385832,0.481731824,0.457640942,0.368097709
3,0.0001,linear,19818,3125,6401,9,0.549775772,0.692303737,0.620414327,0.620954617,0.007547767,0.639848502,0.006834012,0.52275688,0.007761668,0.628806356,0.629226634,0.489668817,0.190757095,0.36666431,0.220308757,0.319950599,0.149867992,0.37427189,0.229265246,0.25330476,0.174495168,0.467118843,0.121116624,0.473506267,0.052406945,0.388774076,0.11681316,0.471757597,0.445797957,0.358893937
3,1.00E-05,linear,19818,3125,6401,50,0.566686667,0.685108534,0.620895482,0.588007949,0.011983408,0.610016981,0.012345511,0.493745029,0.012537622,0.609250911,0.607311287,0.472999017,0.219850077,0.299581615,0.241696323,0.279137265,0.166620681,0.313461071,0.257653534,0.279037659,0.194532084,0.482740185,0.096763127,0.484508074,0.039181818,0.398460604,0.103146792,0.484569051,0.458027459,0.370200089
3,1.00E-05,linear,19818,3125,6401,49,0.567140137,0.685172083,0.621020754,0.585262053,0.011840538,0.608867935,0.012592568,0.490905286,0.012245048,0.608506479,0.606370976,0.472451712,0.220424823,0.283820429,0.242369929,0.277843144,0.166340175,0.306646026,0.26083815,0.279843216,0.196691683,0.472954021,0.101362644,0.484646956,0.038880117,0.389953371,0.108161484,0.480761148,0.458084414,0.367094274
3,0.0001,linear,19818,3125,6401,10,0.546184418,0.694735754,0.621109278,0.621877699,0.007280878,0.645817963,0.005951583,0.524054202,0.007431315,0.63340517,0.634091556,0.493780581,0.168778286,0.392639762,0.21767971,0.344830185,0.129037685,0.401833838,0.215523931,0.247640919,0.162809805,0.483206721,0.098076826,0.470426971,0.05622765,0.400926455,0.090572478,0.469123461,0.44355842,0.357196317
3,1.00E-06,deep,19818,3125,6401,22,0.580515283,0.679286389,0.621111837,0.574359891,0.015362079,0.588109312,0.018588743,0.479089707,0.016367324,0.592948469,0.589122185,0.459581868,0.222934179,0.28089629,0.249347042,0.240489818,0.170146077,0.286648574,0.278030024,0.292958342,0.210975711,0.481141535,0.091685304,0.497517236,0.030436084,0.395154189,0.095174201,0.485896363,0.468656597,0.371957555
3,1.00E-05,linear,19818,3125,6401,37,0.577217864,0.682508914,0.621249802,0.579869677,0.013125641,0.591994746,0.016865469,0.484519382,0.014210906,0.595064428,0.591480056,0.461167843,0.219146168,0.280205537,0.249500802,0.251201707,0.165424571,0.296131963,0.262879808,0.289544492,0.198203622,0.478627406,0.085264232,0.485637627,0.037805625,0.391942433,0.096750573,0.482231805,0.457261258,0.368724648
3,1.00E-05,linear,19818,3125,6401,41,0.573706996,0.683753858,0.621270262,0.582448182,0.01207863,0.598048077,0.01523783,0.487284212,0.013078068,0.599979477,0.59687833,0.465382637,0.218829852,0.275045048,0.24677839,0.258942353,0.164153924,0.285079159,0.261322387,0.286170825,0.197393349,0.488234317,0.084765826,0.485803209,0.038110639,0.399538062,0.096206419,0.48399281,0.457901533,0.370536218
3,1.00E-05,linear,19818,3125,6401,47,0.568838489,0.684771821,0.621301593,0.587229479,0.012721782,0.606366671,0.013162299,0.493260443,0.013172625,0.606789245,0.604237433,0.471054518,0.217735353,0.283422373,0.243586198,0.273528944,0.163402661,0.299221595,0.258496172,0.281521321,0.194796166,0.4802777,0.099388584,0.484962695,0.038655776,0.396066347,0.105768945,0.480492318,0.458161027,0.366840067
3,1.00E-05,linear,19818,3125,6401,35,0.579361779,0.682443575,0.621314758,0.573650443,0.014785906,0.588627832,0.017898028,0.479050617,0.015734534,0.592116114,0.588247481,0.458634246,0.215920895,0.285986369,0.250339381,0.244830082,0.163350054,0.29922667,0.26514255,0.290874023,0.200038556,0.480925646,0.083653451,0.485575158,0.037963314,0.39644098,0.09437441,0.483044246,0.456529121,0.369982281
3,1.00E-05,linear,19818,3125,6401,43,0.571739807,0.683848,0.62158809,0.580507135,0.013849962,0.600987548,0.014476317,0.486299385,0.014682135,0.60149054,0.599466706,0.466651712,0.217902138,0.294111385,0.2456244,0.264258483,0.164615596,0.311530701,0.260718711,0.284636609,0.196901465,0.494970459,0.082985259,0.485564624,0.038217772,0.406460792,0.09434429,0.481279012,0.458012904,0.36797177
3,0.0001,linear,19818,3125,6401,15,0.533779969,0.702546694,0.622092059,0.637641116,0.006669587,0.663364852,0.003491751,0.540668708,0.006927256,0.643809079,0.644613414,0.502399473,0.166985152,0.396980449,0.197566948,0.386742159,0.134515276,0.40133464,0.208725403,0.228283017,0.160336021,0.477047561,0.104127276,0.454544643,0.082953454,0.398406351,0.096649182,0.438269208,0.422777132,0.330375306
3,1.00E-06,deep,19818,3125,6401,19,0.587856646,0.67794867,0.622151507,0.561494277,0.0214195,0.577910936,0.022135413,0.468178626,0.022720264,0.583564048,0.578891914,0.451507773,0.253993002,0.24700857,0.250599043,0.222518891,0.195827764,0.257379211,0.280406702,0.295815499,0.212967713,0.470643161,0.093152923,0.495619554,0.032373181,0.387742545,0.098239967,0.480178598,0.465751645,0.368134327
3,1.00E-05,linear,19818,3125,6401,42,0.572852039,0.683352896,0.62216131,0.579843372,0.012939073,0.599495457,0.014867401,0.485012609,0.01384912,0.600916496,0.598083995,0.466156525,0.214106689,0.28959119,0.245956805,0.261023316,0.161159056,0.310427883,0.261316047,0.285320554,0.19742937,0.492577012,0.079879803,0.485718705,0.038198549,0.404047969,0.089944614,0.483417476,0.457850257,0.36988365
3,1.00E-05,linear,19818,3125,6401,39,0.575416794,0.683171121,0.622231236,0.58018503,0.013229677,0.59514555,0.015992406,0.48532176,0.014299368,0.597560002,0.594355647,0.46338307,0.218077764,0.281091352,0.248259507,0.25584937,0.163859914,0.297089736,0.26526519,0.287879319,0.200440237,0.476310834,0.083942278,0.485730314,0.037846874,0.390922926,0.095006984,0.479521553,0.457664669,0.36685833
3,1.00E-05,deep,19818,3125,6401,2,0.597860213,0.679407751,0.622328845,0.577920061,0.014559813,0.58518036,0.019464497,0.484204535,0.014938225,0.589881689,0.585534258,0.45700828,0.228985274,0.281590329,0.246302265,0.249189569,0.173686313,0.297128463,0.274727137,0.292170872,0.208579242,0.492459053,0.077255597,0.49583474,0.02864839,0.400888492,0.086073736,0.489114499,0.466221005,0.373812231
3,1.00E-05,linear,19818,3125,6401,38,0.576428465,0.682668617,0.622331629,0.578028442,0.013292539,0.5935698,0.016434368,0.483257491,0.014411143,0.596346345,0.592919802,0.462311918,0.208945662,0.289915757,0.24879005,0.253237115,0.156125446,0.305724427,0.261125194,0.288670297,0.196499473,0.479620435,0.082101332,0.485793213,0.037815899,0.394224903,0.092084733,0.481907333,0.457582508,0.3685964
3,1.00E-05,linear,19818,3125,6401,40,0.574471292,0.683012284,0.622990067,0.578920505,0.014005353,0.596698111,0.015575698,0.484411019,0.015084638,0.598395405,0.595752441,0.464132671,0.22557882,0.305422186,0.247705522,0.258423198,0.172598121,0.333948231,0.264745989,0.287129381,0.200338845,0.477596636,0.085218301,0.485700802,0.037851527,0.393550596,0.095967941,0.481769464,0.457880471,0.369090207
3,0.0001,linear,19818,3125,6401,12,0.540250498,0.698130875,0.623042026,0.632472145,0.006440351,0.654767644,0.004635187,0.533799777,0.006613169,0.639193981,0.640091944,0.498512,0.189328164,0.375311813,0.208359572,0.376923709,0.149251862,0.376145627,0.21633935,0.238348112,0.163745741,0.488189115,0.105680368,0.462560131,0.065732601,0.407493128,0.099823874,0.454106566,0.433342606,0.343896566
3,1.00E-06,deep,19818,3125,6401,20,0.585131857,0.67835453,0.62306817,0.572154205,0.015035865,0.581598701,0.020795849,0.477250943,0.016559864,0.587180772,0.582652884,0.454711376,0.229083535,0.286809246,0.250422689,0.230241672,0.176046765,0.300693006,0.276566708,0.295071004,0.210147814,0.472970254,0.091345957,0.496418311,0.031328454,0.38924537,0.096016873,0.4841395,0.467228045,0.371381934
3,0.0001,linear,19818,3125,6401,4,0.580676191,0.684670805,0.623200268,0.580621639,0.012816946,0.592224279,0.017126417,0.485805217,0.013960421,0.593833137,0.590286799,0.460008568,0.217313429,0.301166544,0.241987461,0.234801631,0.163705554,0.31763294,0.260464934,0.284184787,0.196499473,0.462626596,0.105373563,0.485708466,0.042005881,0.38235021,0.110737104,0.47802671,0.454701458,0.366983074
3,1.00E-05,linear,19818,3125,6401,33,0.581375558,0.681965093,0.62331499,0.565377964,0.018888696,0.584973541,0.019059374,0.471747548,0.019288306,0.588691972,0.584638573,0.455678456,0.232790839,0.28893831,0.250982717,0.237966423,0.178869944,0.29951479,0.266346076,0.292176364,0.201016487,0.461986113,0.092266637,0.485202462,0.038554021,0.377673083,0.102561877,0.479072764,0.455299062,0.366870622
3,1.00E-05,linear,19818,3125,6401,36,0.578305058,0.682023792,0.623497049,0.575972071,0.01417312,0.590246008,0.017415174,0.48117098,0.015131119,0.593287173,0.589743263,0.459615977,0.221591581,0.301266663,0.249690178,0.246912888,0.168243254,0.324372311,0.266411197,0.290061969,0.20092742,0.47852929,0.079762147,0.485720981,0.038023251,0.392649962,0.089553936,0.482137724,0.456845739,0.369106028
3,1.00E-05,linear,19818,3125,6401,48,0.567870326,0.684677209,0.62365028,0.583635851,0.013439424,0.607715593,0.012845079,0.489892508,0.01377467,0.607221715,0.605466765,0.471437777,0.218626212,0.30550029,0.243113047,0.277001769,0.166562863,0.326290868,0.263459767,0.280702732,0.199235049,0.482550133,0.098605825,0.484780461,0.038580371,0.3972007,0.105366896,0.483725637,0.458272304,0.369319914
